title,authors,average_rating
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,3.52
Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,3.97
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29
Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.90
For Whom The Bell Tolls,Ernest Hemingway,3.97
A Moveable Feast,Ernest Hemingway,4.04
Islands in the Stream,Ernest Hemingway,3.88
Berlin Blues,Sven Regener/John Brownjohn,3.87
The Short Stories,Ernest Hemingway,4.26
Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82
The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,4.30
Until I Find You,John Irving,3.63
The Imaginary Girlfriend,John Irving,3.42
The Fourth Hand,John Irving,3.31
The Water-Method Man,John Irving,3.35
Setting Free the Bears,John Irving,3.30
The 158-Pound Marriage,John Irving,3.24
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23
A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,4.22
On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,3.75
The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.00
Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,3.82
The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,3.88
The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,3.91
The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91
Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,3.70
The Great Gatsby,F. Scott Fitzgerald,3.91
Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33
Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83
The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75
Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86
One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67
Ultimate Punishment,Scott Turow,3.81
The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,3.39
The Rabbi,Noah Gordon,3.69
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,4.10
The Frequencies,Noah Eli Gordon,4.32
Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,4.12
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31
Ocean Star Express,Mark Haddon/Peter   Sutton,3.57
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76
This Side of Paradise (Paradise  #1),Steven L. Layne,3.73
Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42
Souvenir of Canada 2,Douglas Coupland,3.83
Souvenir of Canada,Douglas Coupland,3.85
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.97
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,3.85
Master Index: An Illustrated Guide,Time-Life Books,3.56
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,3.75
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,4.14
The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99
Cannery Row,John Steinbeck,4.04
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41
Tortilla Flat,John Steinbeck,3.83
The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,3.53
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.50
1421: The Year China Discovered America,Gavin Menzies,3.60
Dr. Desirable,Kristi Gold,3.27
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44
Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44
Shalimar the Clown,Salman Rushdie,3.88
Midnight's Children,Salman Rushdie,3.98
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01
Fury,Salman Rushdie,3.29
Code Complete,Steve McConnell,4.29
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17
How to Stop Worrying and Start Living,Dale Carnegie,4.12
How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,3.96
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.80
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91
Heart of Darkness,Joseph Conrad,3.42
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58
Heart of Darkness,Joseph Conrad,3.42
Teacher Man (Frank McCourt  #3),Frank McCourt,3.75
Angela's Ashes,Frank McCourt,4.11
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89
Three Men in a Boat,Jerome K. Jerome,3.89
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08
Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32
The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32
The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32
The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32
CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,3.50
Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44
The Very Hungry Caterpillar,Eric Carle,4.29
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32
One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05
The Hungry Tide,Amitav Ghosh,3.95
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96
What Is the What,Dave Eggers,4.16
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68
You Shall Know Our Velocity!,Dave Eggers,3.63
How We Are Hungry,Dave Eggers,3.75
How We Are Hungry: Stories,Dave Eggers,3.75
Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97
Love You Until--,Lisa McCourt/Cyd Moore,4.50
Year of Wonders,Geraldine Brooks,4.01
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,3.51
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84
Jailbird,Kurt Vonnegut Jr.,3.82
Fates Worse Than Death,Kurt Vonnegut Jr.,3.87
The Red Tent,Anita Diamant,4.17
Inside the Red Tent,Sandra Hack Polaski,3.96
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13
La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3.88
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68
Berlin: The Downfall  1945,Antony Beevor,4.29
El azul de la virgen,Tracy Chevalier,3.66
Saturday,Ian McEwan,3.63
I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05
A Dangerous Fortune,Ken Follett,4.05
The Man From St. Petersburg,Ken Follett,3.88
Night Over Water,Ken Follett,3.82
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95
Jackdaws,Ken Follett,3.97
Whiteout,Ken Follett/David Tennant,3.58
Jackdaws,Ken Follett,3.97
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.10
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12
Gunnm Last Order  Tome 01,Yukito Kishiro,4.06
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11
My Life in France,Julia Child/Alex Prud'Homme,4.17
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21
The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23
The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11
The Handmaid's Tale,Margaret Atwood,4.11
The Catcher in the Rye,J.D. Salinger,3.80
The Catcher in the Rye - Barron's Book Notes,Barron's,3.72
Franny and Zooey,J.D. Salinger,3.98
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.11
The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92
Brave New World,Aldous Huxley,3.99
Island,Aldous Huxley,3.83
The Perennial Philosophy,Aldous Huxley,4.19
Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,4.30
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4.19
Point Counter Point,Aldous Huxley,3.86
After Many a Summer Dies the Swan,Aldous Huxley,3.75
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12
The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74
Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.01
A Separate Peace,John Knowles/David Levithan,3.57
Black and Blue,Anna Quindlen,3.88
A Virtuous Woman,Kaye Gibbons,3.69
Here on Earth,Alice Hoffman,3.69
The Heart of a Woman,Maya Angelou,4.20
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.87
Cane River,Lalita Tademy,4.06
Where the Heart Is,Billie Letts,4.02
Oprah Winfrey,Katherine E. Krohn,3.79
Drowning Ruth,Christina Schwarz,3.74
Fall on Your Knees,Ann-Marie MacDonald,3.96
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.73
While I Was Gone,Sue Miller,3.69
Mother of Pearl,Melinda Haynes,3.69
Breath  Eyes  Memory,Edwidge Danticat,3.88
The Book of Ruth,Jane Hamilton,3.85
Open House,Elizabeth Berg,3.70
The Pilot's Wife,Anita Shreve,3.52
Tara Road,Maeve Binchy,3.90
A Lesson Before Dying,Ernest J. Gaines,3.95
Paradise,Toni Morrison,3.80
The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,3.34
She's Come Undone,Wally Lamb,3.88
We Were the Mulvaneys,Joyce Carol Oates,3.73
A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91
The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,3.54
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98
A Fine Balance,Rohinton Mistry,4.36
The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,3.49
White Oleander,Janet Fitch,3.96
Cry  the Beloved Country,Alan Paton,3.90
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07
Song of Solomon,Toni Morrison,4.06
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07
The Bluest Eye,Toni Morrison,4.03
The Poisonwood Bible,Barbara Kingsolver,4.06
Vergeef me,Wally Lamb/Inge de Heer,4.18
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.23
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.13
Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,3.86
Collected Stories  1891-1910,Edith Wharton/Maureen Howard,4.26
A Backward Glance,Edith Wharton/Louis Auchincloss,3.76
The Best Short Stories of Edith Wharton,Edith Wharton,3.77
Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45
Oscar Wilde,Richard Ellmann,4.24
An Ideal Husband,Oscar Wilde,4.04
The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,4.08
De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,4.21
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.95
Travels with Charley: In Search of America,John Steinbeck,4.08
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35
The Pearl,John Steinbeck,3.46
The Life and Times of Scrooge McDuck,Don Rosa,4.67
The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13
Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,3.88
A Christmas Story,Jean Shepherd,4.08
My First Story of Christmas,Tim Dowley/Roger Langton,4.07
The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43
A Christmas Carol,Charles Dickens/P.J. Lynch,4.05
A Christmas Carol,Charles Dickens,4.05
The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,4.05
Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,4.10
Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3.99
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,4.14
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.01
Hard Times,Charles Dickens,3.52
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82
The Last Juror,John Grisham,3.87
The Testament,John Grisham/Jorma-Veikko Sappinen,3.86
The Rainmaker,John Grisham,3.94
The Partner,John Grisham,3.92
The Street Lawyer,John Grisham,3.83
The Summons,John Grisham,3.69
The Brethren,John Grisham,3.73
The King of Torts,John Grisham,3.68
Skipping Christmas,John Grisham,3.49
The Firm,Robin Waterfield/John Grisham,4.01
The Client,John Grisham,4.00
A Painted House,John Grisham,3.70
The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,3.99
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32
Forever Amber,Kathleen Winsor,3.99
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,3.82
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4.00
Dragon's Eye (Stonefort  #1),James A. Hetley,3.43
Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,3.51
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4.39
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34
'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25
'Salem's Lot,Stephen King/Ron McLarty,4.02
'Salem's Lot,Stephen King,4.02
Carrie / 'Salem's Lot / The Shining,Stephen King,4.54
'Salem's Lot,Stephen King,4.02
'Salem's Lot,Stephen King,4.02
Orientalism,Edward W. Said,4.08
Interpreter of Maladies,Jhumpa Lahiri,4.15
The Faiths of the Founding Fathers,David L. Holmes,3.89
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18
Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28
1984,George Orwell/Erich Fromm,4.18
Nineteen Eighty-Four,George Orwell,4.18
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16
Brave New World Revisited,Aldous Huxley,3.95
Brave New World,Aldous Huxley,3.99
Andrew Carnegie,David Nasaw,3.99
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46
Children of the Alley,Naguib Mahfouz/Peter Theroux,4.10
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.90
Dear John,Nicholas Sparks,4.03
All the King's Men,Robert Penn Warren,4.09
Cliffs notes on Warren's All the King's Men,L. David Allen,3.45
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4.00
